name,developer,class,copies_sold
Myst,Cyan Worlds Inc,Indie,165k
SimRail - The Railway Sim…,SimRail S.A.,AA,165k
Space Pirates And Zombies…,MinMax Games Ltd.,Indie,164.9k
STRANGER OF PARADISE FINA…,"Square Enix, KOEI TECMO G…",AA,164.9k
Wrap House Simulator🌯 Pr…,Broken Lyre Entertainment,AA,164.8k
The Riflemen,Normogames,Indie,164.7k
Rise of Legions,Broken Games,Indie,164.7k
Hyperdimension Neptunia R…,"Idea Factory, Compile Hea…",Indie,164.7k
Pathway,Robotality,AA,164.6k
Prodeus,Bounding Box Software Inc…,AA,164.5k
Epic Clicker Journey,Cleversan Software,Hobbyist,164.2k
Knights of Pen and Paper …,Kyy Games,AAA,164.2k
WARSAW RISING: City of He…,"Pixelated Milk, Retrovibe…",Indie,164.2k
Walkabout Mini Golf VR,Mighty Coconut,Indie,164.1k
The Darkest Tales — Into …,Trinity Team,Indie,163.9k
Star Fetchers,Svavelstickan,Indie,160.7k
Production Line : Car fac…,Positech Games,Indie,160.6k
EARTH DEFENSE FORCE 6,SANDLOT,AA,160.5k
hexceed,ToastieLabs,Indie,160.3k
古剑奇谭二(GuJian2),"上海烛龙信息科技有限公司, Aurogon Sha…",Indie,160.2k
Seraph's Last Stand,Sad Socket,Indie,160.2k
Of Orcs And Men,"Cyanide Studio, Spiders",Indie,160.1k
Serious Sam Fusion 2017 (…,Croteam,Hobbyist,160.1k
Hyperdimension Neptunia R…,"Idea Factory, Compile Hea…",Indie,160k
STEINS;GATE 0,MAGES. Inc.,AA,159.9k
Lara Croft GO,Square Enix Montréal,AA,159.9k
Ampu-Tea,ProjectorGames,Indie,159.7k
BARRIER X,Noclip,AA,159.6k
The Greatest Penguin Heis…,"That Fish, That Other Fis…",Indie,159.6k
Zup! X,Quiet River,Indie,159.4k
Bounty Train,Corbie Games,AA,159.3k
The Bridge Curse Road to …,SOFTSTAR ENTERTAINMENT,Indie,158.9k
ATOM RPG Trudograd,AtomTeam,Indie,158.8k
Max Gentlemen,The Men Who Wear Many Hat…,Indie,158.7k
Circle Empires Rivals,Luminous,Indie,156.2k
Mighty Party,Panoramik Games LTD,Indie,156.1k
Bardbarian,TreeFortress Games,Indie,156k
My Sexy Neighbor 🔞 Prolo…,Pocket Rocket Studio 🚀,Indie,156k
The Hex,Daniel Mullins Games,Indie,155.9k
Oik 2,Crew Lab,Indie,155.9k
20 Small Mazes,FLEB,Hobbyist,155.9k
Amazing Frog?,Fayju,Indie,155.9k
Plan B: Terraform,Gaddy Games,Indie,155.9k
Silica,Martin 'Dram' Melichárek,AAA,155.9k
Alchemy Mysteries: Prague…,Jetdogs Studios,Indie,155.9k
The Dark Pictures Antholo…,Supermassive Games,Indie,155.7k
Esports Godfather,Asteroid Game Studio,Indie,155.7k
SteamWorld Heist,Image & Form Games,Indie,155.6k
The Night of the Rabbit,Daedalic Entertainment,AA,155.6k
Megaton Rainfall,"Pentadimensional Games, S…",Indie,155.5k
Monday Night Combat,Uber Entertainment,Indie,155.5k
Chill Pulse,Catos Game,Indie,155.4k
King Of The Castle,Tributary Games,AA,155.3k
The NOexistenceN of you A…,Fontainebleau,Indie,153.5k
DUCKSIDE,tinyBuild Riga,AA,153.5k
The Lost Mythologies,Basaltic studio,Hobbyist,153.5k
Oddworld: Stranger's Wrat…,Oddworld Inhabitants,Indie,153.5k
Bakso Simulator,Akhir Pekan Studio,Indie,153.4k
The Great War: Western Fr…,Petroglyph,Indie,153.4k
House Builder,FreeMind S.A.,AA,153.3k
Worms Clan Wars,Team17 Digital Ltd,Indie,153.3k
"Gunner, HEAT, PC!",Radian Simulations LLC,Indie,153.3k
One Hour One Life,Jason Rohrer,Indie,153.3k
Barro Racing,SC Jogos,Indie,153.3k
Planescape: Torment: Enha…,Beamdog,Indie,153.2k
Grow Up,"Reflections, a Ubisoft St…",AAA,153.2k
Dominion,Temple Gates Games,Indie,153.2k
Tomb Raider VI: The Angel…,Core Design,AA,153.1k
Fancy Skulls,tequibo,Hobbyist,153.1k
Faerie Solitaire,Subsoap,Indie,152.9k
Royal Quest Online,BASE,Indie,152.8k
Sayonara Wild Hearts,Simogo,AA,152.8k
